Area Name,Area ID,Year,Age Group,Male,Hispanic Total,Hispanic Male,Hispanic Female,Hispanic White Total,Hispanic White Male,Hispanic White Female,Hispanic Black Total,Hispanic Black Male,Hispanic Black Female,Hispanic AIAN Total,Hispanic AIAN Male,Hispanic AIAN Female,Hispanic Asian Total,Hispanic Asian Male,Hispanic Asian Female,Hispanic NHOPI Total,Hispanic NHOPI Male,Hispanic NHOPI Female,Hispanic Two or More Races Total,Hispanic Two or More Races Male,Hispanic Two or More Races Female,Non-Hispanic Total,Non-Hispanic Male,Non-Hispanic Female,Non-Hispanic White Total,Non-Hispanic White Male,Non-Hispanic White Female,Non-Hispanic Black Total,Non-Hispanic Black Male,Non-Hispanic Black Female,Non-Hispanic AIAN Total,Non-Hispanic AIAN Male,Non-Hispanic AIAN Female,Non-Hispanic Asian Total,Non-Hispanic Asian Male,Non-Hispanic Asian Female,Non-Hispanic NHOPI Total,Non-Hispanic NHOPI Male,Non-Hispanic NHOPI Female,Non-Hispanic Two or More Races Total,Non-Hispanic Two or More Races Male,Non-Hispanic Two or More Races Female
Walla Walla,53071,2015,65-69,"1,660",222,104,118,210,101,109,3,1,2,6,2,4,0,0,0,2,0,2,2,0,2,"3,136","1,556","1,580","3,015","1,503","1,512",10,9,1,20,7,13,50,15,36,3,3,0,38,20,18
Walla Walla,53071,2015,70-74,"1,154",172,85,87,161,79,82,4,2,2,4,4,0,0,0,0,0,0,0,3,0,3,"2,219","1,069","1,150","2,154","1,034","1,120",17,8,10,8,3,5,13,5,8,6,4,2,21,16,5
Walla Walla,53071,2015,75-79,813,89,39,50,82,36,46,2,2,0,2,0,2,0,0,0,1,1,0,1,0,1,"1,644",774,870,"1,593",756,837,6,1,5,12,3,9,19,8,11,2,1,1,13,4,9
Walla Walla,53071,2015,80-84,602,61,26,36,60,26,34,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"1,346",577,769,"1,316",561,754,5,0,5,2,1,1,15,8,6,1,1,0,7,5,2
Walla Walla,53071,2015,85+,661,49,20,29,46,18,28,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,"1,818",642,"1,177","1,793",631,"1,161",4,2,2,1,0,1,12,5,7,0,0,0,8,2,6
Walla Walla,53071,2015,Total,"30,581","13,171","6,781","6,391","12,310","6,333","5,976",164,95,69,335,160,175,70,42,28,24,12,12,268,138,130,"47,479","23,800","23,679","43,633","21,590","22,043","1,065",878,187,469,280,188,813,320,493,179,100,80,"1,320",631,689
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Whatcom,53073,2015,0-4,"5,786","2,043","1,045",998,"1,630",833,797,60,32,28,144,69,74,31,15,16,7,4,3,171,92,79,"9,231","4,741","4,490","7,472","3,815","3,657",122,65,57,380,208,172,375,194,180,17,9,9,865,449,416
Whatcom,53073,2015,5-9,"6,099","1,954","1,031",923,"1,581",831,750,36,18,17,135,63,72,22,13,9,11,6,5,169,98,71,"9,808","5,068","4,739","8,063","4,174","3,889",118,54,63,365,205,161,431,216,215,44,18,26,786,401,385
Whatcom,53073,2015,10-14,"6,069","1,901",987,915,"1,554",827,727,38,18,20,145,61,84,28,18,10,15,9,7,121,54,67,"9,940","5,082","4,857","8,188","4,208","3,980",152,70,82,418,235,183,417,188,229,25,13,12,739,369,370
Whatcom,53073,2015,15-19,"8,114","2,093","1,030","1,063","1,686",830,856,47,25,22,151,89,62,33,10,23,16,6,10,161,71,91,"14,888","7,084","7,803","12,346","5,881","6,465",235,117,118,538,272,266,757,363,394,58,30,28,953,421,532
Whatcom,53073,2015,20-24,"9,551","1,815",892,923,"1,456",717,739,48,28,20,131,67,64,38,12,25,20,11,9,123,57,66,"17,268","8,659","8,609","14,598","7,339","7,259",249,139,110,473,245,228,938,448,490,63,36,27,946,452,494
Whatcom,53073,2015,25-29,"7,233","1,455",815,640,"1,215",682,532,34,24,10,108,56,51,22,14,8,13,6,6,64,32,32,"12,258","6,418","5,840","10,666","5,596","5,070",175,117,59,356,181,175,513,250,263,49,28,22,498,246,252
Whatcom,53073,2015,30-34,"6,584","1,404",755,649,"1,168",622,545,38,20,19,100,57,44,17,3,13,6,5,1,75,48,27,"11,262","5,829","5,434","9,840","5,091","4,748",118,88,30,328,173,155,525,253,272,42,17,25,409,205,204
Whatcom,53073,2015,35-39,"6,131","1,299",690,609,"1,115",600,515,25,13,13,92,48,44,13,8,5,6,4,2,47,17,30,"10,731","5,442","5,289","9,272","4,683","4,588",140,107,33,353,194,160,588,262,326,37,16,21,340,179,160
Whatcom,53073,2015,40-44,"6,108","1,071",555,516,902,465,436,19,7,12,74,45,29,9,3,6,4,2,2,62,32,31,"11,045","5,553","5,491","9,764","4,949","4,815",105,89,16,336,169,167,517,193,323,34,17,16,290,136,155
Whatcom,53073,2015,45-49,"6,338",872,472,400,725,395,330,10,6,4,76,40,37,11,6,5,3,2,1,46,23,23,"11,776","5,866","5,911","10,485","5,243","5,242",128,87,42,361,190,171,503,205,298,30,16,14,269,126,143
Whatcom,53073,2015,50-54,"6,812",700,392,308,592,339,253,8,4,5,51,29,23,12,6,7,1,0,1,36,16,21,"13,055","6,420","6,634","11,753","5,776","5,976",132,95,37,355,183,172,533,233,300,39,16,23,243,117,126
Whatcom,53073,2015,55-59,"6,926",560,297,263,476,260,217,3,2,1,41,20,20,6,3,2,0,0,0,34,11,23,"13,615","6,629","6,987","12,408","6,076","6,333",89,65,25,306,114,192,561,250,311,31,18,12,219,105,114
Whatcom,53073,2015,60-64,"6,636",433,227,206,368,196,172,6,6,0,35,15,20,4,1,3,1,1,0,20,7,12,"13,364","6,409","6,955","12,371","5,926","6,445",83,57,27,263,126,137,452,206,245,34,18,15,162,76,86
Whatcom,53073,2015,65-69,"5,865",333,159,175,288,131,157,3,0,3,20,10,9,4,4,0,3,2,2,15,11,4,"11,747","5,706","6,041","10,989","5,326","5,664",51,36,15,194,99,96,357,164,192,14,8,6,142,74,68
Whatcom,53073,2015,70-74,"4,089",231,105,127,200,90,110,9,2,7,11,7,3,4,1,3,0,0,0,7,4,4,"8,145","3,985","4,160","7,595","3,731","3,864",43,25,17,128,60,69,267,105,162,13,5,8,99,60,39
Whatcom,53073,2015,75-79,"2,633",125,52,73,111,48,63,0,0,0,4,1,3,1,0,1,0,0,0,9,3,6,"5,354","2,581","2,773","5,065","2,457","2,608",21,13,7,87,28,59,139,61,78,4,3,1,39,19,20
Whatcom,53073,2015,80-84,"1,730",53,26,27,51,26,25,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,"3,770","1,704","2,066","3,634","1,647","1,987",5,5,0,33,18,16,72,22,50,0,0,0,25,12,13
Whatcom,53073,2015,85+,"1,566",42,9,33,36,6,29,4,1,3,1,0,1,0,0,0,0,0,0,2,2,0,"4,149","1,557","2,592","4,008","1,498","2,510",13,8,5,36,16,21,63,26,37,0,0,0,29,9,20
Whatcom,53073,2015,Total,"104,270","18,386","9,537","8,849","15,152","7,898","7,253",389,205,184,"1,320",680,641,256,119,137,107,58,49,"1,162",576,586,"191,404","94,733","96,671","168,518","83,417","85,101","1,979","1,238",741,"5,311","2,714","2,598","8,009","3,641","4,368",532,267,265,"7,054","3,456","3,598"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Whitman,53075,2015,0-4,"1,051",209,120,90,161,86,75,1,1,0,10,7,3,4,3,2,3,3,0,30,20,10,"1,835",932,903,"1,463",735,727,46,18,29,14,10,4,177,106,71,1,1,0,134,62,72
Whitman,53075,2015,5-9,961,148,73,76,118,57,60,0,0,0,8,1,7,3,1,1,0,0,0,20,12,7,"1,708",888,820,"1,416",757,659,43,28,15,10,4,6,135,58,77,0,0,0,104,42,62
Whitman,53075,2015,10-14,860,139,64,75,116,51,65,1,1,0,5,1,4,4,2,2,0,0,0,12,8,5,"1,519",797,723,"1,312",702,610,29,9,20,15,7,8,84,37,48,4,2,2,75,40,36
Whitman,53075,2015,15-19,"4,303",603,262,341,486,193,293,22,12,9,12,7,5,20,10,10,2,2,0,62,37,25,"8,355","4,041","4,314","6,835","3,331","3,504",197,83,113,47,27,20,674,351,323,31,7,24,571,242,329
Whitman,53075,2015,20-24,"5,952",685,326,358,581,274,307,26,19,7,12,6,6,11,8,4,4,3,1,50,17,33,"10,741","5,626","5,115","8,588","4,556","4,032",241,156,85,64,29,35,"1,328",643,686,37,24,12,483,218,265
Whitman,53075,2015,25-29,"2,280",277,159,118,237,141,96,11,4,7,11,6,5,0,0,0,0,0,0,19,8,10,"4,058","2,121","1,937","3,033","1,586","1,447",88,46,42,21,14,7,784,422,362,5,3,2,128,50,77
Whitman,53075,2015,30-34,"1,214",172,92,80,128,70,58,4,4,0,11,4,7,4,0,4,1,0,1,24,14,10,"2,193","1,122","1,071","1,683",861,822,38,23,15,22,12,10,366,180,186,8,3,4,77,43,34
Whitman,53075,2015,35-39,825,102,52,50,87,44,43,0,0,0,5,4,1,0,0,0,0,0,0,10,4,6,"1,536",773,763,"1,245",640,605,37,20,18,19,6,13,193,89,104,3,1,2,39,17,22
Whitman,53075,2015,40-44,750,70,35,35,56,30,27,0,0,0,2,1,1,1,0,1,1,0,1,9,5,5,"1,448",715,733,"1,232",600,632,25,14,11,9,5,5,149,81,68,3,1,1,29,14,15
Whitman,53075,2015,45-49,789,53,26,27,43,20,23,3,1,1,1,1,0,1,0,1,0,0,0,6,4,2,"1,528",763,764,"1,378",689,688,17,9,8,7,4,3,98,49,49,2,1,1,26,11,16
Whitman,53075,2015,50-54,915,53,20,33,44,20,24,0,0,0,7,0,7,0,0,0,1,0,1,1,0,1,"1,790",895,895,"1,653",828,825,21,14,6,9,4,5,81,41,40,1,0,1,26,8,18
Whitman,53075,2015,55-59,960,39,23,16,35,20,15,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,"1,863",937,926,"1,748",880,867,14,9,5,10,5,5,70,30,40,2,1,1,19,12,7
Whitman,53075,2015,60-64,868,29,11,18,28,9,18,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,"1,726",857,869,"1,621",809,812,13,7,6,12,6,6,60,22,38,0,0,0,19,13,7
Whitman,53075,2015,65-69,753,20,16,4,18,14,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,495",738,758,"1,430",707,723,5,4,1,3,2,1,42,19,23,1,1,0,14,4,10
Whitman,53075,2015,70-74,508,14,4,10,11,4,7,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,"1,037",504,533,987,481,506,8,5,4,6,4,2,31,14,17,0,0,0,5,1,4
Whitman,53075,2015,75-79,336,10,4,6,7,4,4,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,713,332,381,681,318,363,4,0,4,2,1,1,21,10,12,0,0,0,4,3,1
Whitman,53075,2015,80-84,234,6,0,6,3,0,3,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,512,234,277,500,231,269,2,1,1,0,0,0,9,2,7,0,0,0,1,0,1
Whitman,53075,2015,85+,206,8,7,1,6,5,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,556,199,357,544,196,348,3,1,2,0,0,0,7,2,6,0,0,0,1,0,1
Whitman,53075,2015,Total,"23,766","2,638","1,293","1,345","2,166","1,044","1,122",69,44,25,85,39,46,52,24,28,19,12,7,247,130,117,"44,612","22,473","22,139","37,349","18,907","18,442",830,446,384,269,139,130,"4,311","2,154","2,157",96,47,49,"1,756",780,976
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Yakima,53077,2015,0-4,"12,134","15,810","8,546","7,264","14,054","7,575","6,479",265,141,124,715,399,316,115,77,38,44,22,22,618,333,284,"6,750","3,588","3,161","5,097","2,700","2,397",122,48,74,837,462,375,135,70,65,1,0,1,557,309,249
Yakima,53077,2015,5-9,"11,533","15,213","7,714","7,498","13,590","6,924","6,667",209,107,101,732,356,376,119,62,57,43,24,20,520,242,278,"7,518","3,819","3,699","5,625","2,837","2,788",124,48,75,969,517,452,175,89,86,7,4,3,617,324,293
Yakima,53077,2015,10-14,"10,431","13,038","6,753","6,285","11,593","6,017","5,575",183,97,86,666,330,336,114,65,49,29,15,15,454,229,224,"7,029","3,677","3,352","5,476","2,868","2,607",105,59,46,747,397,350,162,84,78,11,9,2,529,260,269
Yakima,53077,2015,15-19,"9,307","10,933","5,916","5,017","9,809","5,313","4,496",178,105,73,548,288,260,80,38,42,27,12,15,291,160,131,"6,280","3,391","2,889","5,040","2,723","2,318",109,65,44,596,324,271,133,70,63,15,6,9,387,203,184
Yakima,53077,2015,20-24,"7,713","8,986","4,868","4,117","8,087","4,396","3,691",146,70,76,397,214,183,66,36,30,18,7,11,271,144,127,"5,434","2,845","2,589","4,317","2,265","2,052",135,94,41,584,303,281,117,52,65,21,13,8,259,118,141
Yakima,53077,2015,25-29,"6,804","8,159","4,054","4,106","7,288","3,618","3,669",126,72,54,373,175,198,78,34,44,31,21,9,265,133,132,"5,706","2,751","2,956","4,621","2,215","2,406",139,80,59,532,268,264,139,59,80,16,10,6,260,118,141
Yakima,53077,2015,30-34,"8,112","9,989","4,700","5,288","9,081","4,278","4,803",137,67,71,388,176,211,103,49,55,41,20,22,238,111,128,"7,396","3,412","3,984","6,171","2,858","3,313",139,75,64,601,269,332,199,72,127,15,8,8,271,130,141
Yakima,53077,2015,35-39,"7,747","9,071","4,357","4,713","8,312","3,969","4,343",126,59,67,392,201,191,71,39,32,22,11,11,148,79,70,"7,158","3,390","3,769","6,024","2,844","3,180",110,70,39,560,270,290,240,115,125,14,6,8,211,85,126
Yakima,53077,2015,40-44,"7,000","7,443","3,624","3,818","6,777","3,328","3,449",113,48,64,300,141,160,62,29,33,19,9,11,171,69,102,"7,401","3,376","4,025","6,295","2,874","3,422",120,85,36,559,251,308,211,80,131,10,5,4,206,81,125
Yakima,53077,2015,45-49,"6,894","5,786","2,857","2,928","5,239","2,583","2,656",79,41,38,261,140,121,54,28,25,14,8,7,139,57,82,"8,606","4,037","4,570","7,488","3,485","4,003",121,76,46,562,274,288,201,92,109,23,14,9,211,96,115
Yakima,53077,2015,50-54,"7,215","4,698","2,455","2,243","4,276","2,225","2,051",59,27,31,206,116,90,43,19,23,11,4,7,103,63,40,"9,720","4,760","4,960","8,502","4,188","4,315",150,100,50,602,263,339,222,92,130,11,10,1,232,108,125
Yakima,53077,2015,55-59,"6,983","3,944","2,026","1,918","3,627","1,864","1,762",33,18,15,152,80,72,47,21,26,4,2,2,80,41,40,"10,504","4,957","5,548","9,442","4,449","4,993",109,73,37,514,254,259,231,90,141,7,1,5,202,90,112
Yakima,53077,2015,60-64,"6,485","3,013","1,556","1,457","2,787","1,444","1,343",34,14,20,106,48,58,30,15,15,6,4,2,50,31,20,"10,297","4,929","5,368","9,438","4,517","4,921",121,72,49,403,178,226,147,69,78,5,3,2,182,90,92
Yakima,53077,2015,65-69,"5,666","2,338","1,229","1,109","2,150","1,123","1,027",27,21,6,97,54,43,24,12,11,1,0,1,39,19,20,"9,470","4,437","5,033","8,747","4,132","4,615",67,37,30,369,149,220,131,53,78,9,5,4,147,60,86
Yakima,53077,2015,70-74,"4,219","1,686",811,875,"1,587",762,825,9,3,5,55,35,20,11,4,7,9,0,9,16,6,10,"6,964","3,408","3,556","6,373","3,136","3,236",77,44,33,266,124,142,109,46,63,2,0,2,137,57,79
Yakima,53077,2015,75-79,"2,622",911,451,459,833,421,411,9,0,9,44,15,29,9,5,4,3,2,1,13,8,5,"4,613","2,170","2,442","4,335","2,048","2,287",36,19,17,125,54,71,62,26,36,5,3,2,51,20,30
Yakima,53077,2015,80-84,"1,733",531,264,266,492,242,250,1,1,0,23,13,10,5,3,1,1,0,1,9,5,4,"3,314","1,469","1,845","3,128","1,387","1,740",36,20,16,72,30,41,48,16,32,2,2,0,29,13,15
Yakima,53077,2015,85+,"1,645",390,177,213,370,170,201,1,0,1,4,2,3,6,2,5,0,0,0,8,4,4,"3,872","1,468","2,405","3,746","1,428","2,318",29,13,16,44,11,32,24,5,19,0,0,0,29,10,19
Yakima,53077,2015,Total,"124,243","121,939","62,361","59,577","109,953","56,253","53,700","1,733",892,841,"5,459","2,784","2,676","1,035",538,496,325,160,165,"3,433","1,734","1,699","128,032","61,882","66,149","109,867","52,955","56,912","1,849","1,078",771,"8,941","4,399","4,543","2,686","1,180","1,506",173,99,74,"4,516","2,173","2,344"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Washington,53,2016,0-4,"229,049","108,762","55,943","52,819","89,144","45,858","43,286","3,246","1,703","1,543","4,689","2,461","2,228","1,536",817,719,681,353,328,"9,464","4,750","4,714","339,003","173,106","165,897","234,741","119,907","114,834","18,309","9,361","8,948","6,148","3,228","2,920","31,632","16,072","15,560","3,986","2,021","1,965","44,187","22,516","21,671"
Washington,53,2016,5-9,"235,411","102,827","52,214","50,613","85,694","43,569","42,125","2,797","1,416","1,381","4,478","2,217","2,261","1,429",709,720,580,289,291,"7,849","4,014","3,835","357,391","183,197","174,194","253,735","130,590","123,145","18,564","9,574","8,991","6,609","3,451","3,159","34,234","17,027","17,207","3,996","2,012","1,984","40,252","20,544","19,708"
Washington,53,2016,10-14,"228,001","89,142","45,729","43,412","74,549","38,323","36,226","2,433","1,284","1,149","3,890","1,922","1,968","1,287",694,593,499,241,258,"6,484","3,266","3,218","356,710","182,272","174,439","260,640","133,722","126,918","18,370","9,431","8,939","6,832","3,641","3,191","31,053","15,404","15,648","3,996","2,043","1,952","35,820","18,030","17,790"
Washington,53,2016,15-19,"232,720","79,270","41,141","38,129","66,591","34,643","31,949","2,254","1,220","1,034","3,658","1,910","1,747","1,231",607,624,483,240,243,"5,053","2,521","2,532","374,667","191,579","183,088","277,554","142,282","135,272","19,166","9,976","9,189","7,005","3,625","3,380","35,899","18,090","17,809","4,188","2,112","2,076","30,856","15,495","15,362"
Washington,53,2016,20-24,"248,704","80,421","43,217","37,204","67,637","36,468","31,170","2,755","1,464","1,291","3,808","2,101","1,707","1,247",670,578,506,271,235,"4,467","2,244","2,224","404,438","205,487","198,950","304,489","154,975","149,513","21,003","11,618","9,385","7,339","3,719","3,620","41,771","20,638","21,133","4,828","2,438","2,391","25,008","12,100","12,908"
Washington,53,2016,25-29,"253,864","79,241","42,688","36,553","67,162","36,407","30,755","2,297","1,232","1,065","3,654","1,971","1,684","1,239",635,604,473,272,200,"4,416","2,171","2,245","415,000","211,176","203,824","312,116","160,253","151,862","21,297","11,780","9,517","6,213","3,162","3,051","48,782","23,194","25,587","4,511","2,245","2,266","22,081","10,541","11,540"
Washington,53,2016,30-34,"256,852","82,538","43,576","38,963","70,657","37,418","33,238","2,417","1,233","1,184","3,470","1,885","1,584","1,307",663,644,494,255,239,"4,194","2,121","2,073","420,930","213,276","207,653","315,650","161,451","154,199","21,139","11,627","9,513","6,349","3,136","3,212","53,636","25,176","28,460","4,215","2,138","2,077","19,940","9,748","10,193"
Washington,53,2016,35-39,"241,711","71,351","37,472","33,879","62,327","32,749","29,578","1,739",894,845,"2,985","1,636","1,350","1,162",609,553,330,181,149,"2,807","1,403","1,404","405,895","204,239","201,656","308,525","156,940","151,585","19,741","11,088","8,654","6,155","3,075","3,080","52,087","23,936","28,151","3,688","1,839","1,849","15,698","7,362","8,337"
Washington,53,2016,40-44,"224,242","53,739","28,298","25,440","47,008","24,869","22,139","1,325",670,656,"2,279","1,245","1,035",930,433,496,236,124,111,"1,961",957,"1,003","390,801","195,944","194,858","310,255","156,857","153,398","18,158","10,262","7,896","5,994","2,957","3,036","41,124","18,492","22,632","2,968","1,508","1,460","12,302","5,867","6,435"
Washington,53,2016,45-49,"238,332","42,273","22,466","19,807","36,808","19,629","17,180","1,001",513,487,"1,874","1,014",860,718,366,352,215,113,102,"1,658",831,826,"429,205","215,866","213,339","350,943","177,652","173,290","18,858","10,807","8,051","6,361","3,126","3,235","38,579","17,288","21,291","2,911","1,453","1,458","11,554","5,539","6,014"
Washington,53,2016,50-54,"239,728","32,951","17,473","15,478","28,648","15,317","13,332",804,422,382,"1,466",760,706,593,291,302,143,82,61,"1,297",602,696,"447,043","222,255","224,788","374,187","187,108","187,080","17,834","10,251","7,582","6,398","3,025","3,373","35,469","15,475","19,994","2,567","1,279","1,288","10,588","5,117","5,471"
Washington,53,2016,55-59,"243,068","26,060","13,435","12,625","22,796","11,790","11,006",605,322,283,"1,110",601,509,479,228,251,90,45,45,980,449,531,"466,238","229,633","236,605","398,406","197,437","200,969","15,344","8,673","6,672","6,106","2,958","3,148","34,929","15,053","19,876","2,080","1,047","1,033","9,373","4,467","4,906"
Washington,53,2016,60-64,"219,938","19,953","9,864","10,089","17,571","8,733","8,838",385,189,197,860,417,443,344,148,195,82,42,41,710,334,376,"434,514","210,074","224,440","378,560","184,431","194,130","11,764","6,205","5,559","5,037","2,423","2,614","30,444","12,856","17,588","1,613",817,796,"7,096","3,343","3,753"
Washington,53,2016,65-69,"186,847","15,279","7,496","7,783","13,573","6,663","6,910",253,136,118,572,308,264,271,117,154,72,26,46,537,246,291,"373,351","179,351","194,000","329,416","159,526","169,890","8,361","4,468","3,893","4,115","1,919","2,197","24,879","10,436","14,443","1,111",542,569,"5,468","2,460","3,008"
Washington,53,2016,70-74,"125,292","9,355","4,447","4,908","8,379","3,969","4,410",167,73,94,306,182,124,159,62,97,38,12,26,307,150,158,"253,608","120,845","132,763","222,793","106,978","115,815","5,498","2,756","2,742","2,628","1,237","1,391","18,490","7,931","10,559",741,339,402,"3,458","1,604","1,854"
Washington,53,2016,75-79,"80,559","5,236","2,477","2,760","4,727","2,258","2,469",75,27,48,151,65,86,87,37,51,28,14,14,167,75,92,"167,677","78,082","89,594","149,442","70,503","78,939","3,240","1,531","1,709","1,405",630,775,"11,186","4,339","6,846",376,164,212,"2,029",916,"1,113"
Washington,53,2016,80-84,"51,378","3,053","1,375","1,678","2,779","1,242","1,537",38,19,19,102,54,48,47,24,24,8,2,6,79,34,45,"114,088","50,003","64,085","103,829","46,030","57,799","1,920",825,"1,095",681,310,370,"6,407","2,290","4,116",177,85,92,"1,075",462,613
Washington,53,2016,85+,"48,013","2,457","1,016","1,441","2,230",930,"1,299",39,15,24,67,29,38,51,7,44,12,7,5,58,28,30,"129,234","46,997","82,237","120,326","43,884","76,442","1,821",617,"1,204",569,195,374,"5,374","1,887","3,487",112,42,70,"1,032",372,660
Washington,53,2016,Total,"3,583,709","903,909","470,326","433,583","768,281","400,834","367,447","24,630","12,831","11,799","39,421","20,779","18,642","14,117","7,117","7,001","4,970","2,568","2,402","52,489","26,196","26,293","6,279,792","3,113,383","3,166,408","5,005,607","2,490,526","2,515,081","260,389","140,851","119,538","91,942","45,815","46,127","575,973","265,585","310,388","48,064","24,124","23,940","297,817","146,483","151,334"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Adams,53001,2016,0-4,"1,098","1,798",892,906,"1,585",780,805,31,25,6,151,74,78,13,6,7,0,0,0,17,7,10,385,206,180,354,193,161,9,4,4,5,0,5,9,3,6,0,0,0,8,5,3
Adams,53001,2016,5-9,"1,201","1,837",953,884,"1,632",850,782,40,25,15,126,54,72,15,7,9,0,0,0,23,17,6,491,248,243,436,223,213,13,6,7,11,5,6,11,6,5,2,0,2,19,8,11
Adams,53001,2016,10-14,"1,071","1,540",767,773,"1,376",701,675,35,20,15,93,30,62,18,9,9,0,0,0,18,7,11,558,304,254,485,266,219,27,11,16,17,11,5,12,4,8,2,2,0,16,11,5
Adams,53001,2016,15-19,959,"1,420",727,693,"1,271",663,608,21,9,12,91,42,49,27,9,18,0,0,0,10,4,6,459,232,226,425,217,208,6,0,6,7,1,6,6,4,2,0,0,0,15,10,5
Adams,53001,2016,20-24,655,997,521,476,846,454,392,40,23,17,95,37,58,14,6,8,0,0,0,2,1,1,251,135,117,235,127,108,0,0,0,5,2,4,4,1,3,0,0,0,7,4,3
Adams,53001,2016,25-29,447,642,345,297,556,293,264,18,14,4,50,28,22,7,5,2,0,0,0,11,5,6,201,102,99,192,97,95,1,0,1,3,3,1,2,1,1,0,0,0,3,1,1
Adams,53001,2016,30-34,728,"1,098",567,531,945,487,458,28,16,11,94,50,43,25,9,16,0,0,0,7,4,3,347,161,186,322,148,174,2,2,0,3,2,1,12,5,6,1,1,0,7,3,4
Adams,53001,2016,35-39,734,"1,043",530,513,945,475,469,20,12,8,56,33,23,12,7,5,0,0,0,10,3,7,416,204,212,372,179,194,12,10,2,10,3,7,18,10,8,0,0,0,4,2,2
Adams,53001,2016,40-44,552,702,366,336,638,333,306,14,8,6,34,17,17,7,4,4,0,0,0,8,5,3,380,186,195,353,174,178,0,0,0,13,4,9,10,5,5,0,0,0,4,3,2
Adams,53001,2016,45-49,468,512,272,241,466,242,224,8,5,2,34,22,11,2,1,2,0,0,0,2,1,1,382,196,186,361,183,178,4,4,0,5,5,0,9,2,6,0,0,0,3,2,2
Adams,53001,2016,50-54,419,371,185,186,349,177,172,9,4,5,8,2,6,2,1,1,0,0,0,3,1,2,449,235,214,427,221,206,4,3,1,4,0,4,6,4,2,0,0,0,8,7,1
Adams,53001,2016,55-59,419,302,157,145,289,151,138,8,2,6,2,2,0,2,1,1,0,0,0,0,0,0,536,262,274,512,249,263,3,3,0,8,6,1,5,2,3,0,0,0,8,2,6
Adams,53001,2016,60-64,339,221,104,117,211,100,111,0,0,0,8,4,4,1,0,1,0,0,0,0,0,0,472,235,237,456,224,232,0,0,0,6,4,2,7,3,3,1,1,0,3,3,0
Adams,53001,2016,65-69,331,172,78,95,171,76,95,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,494,254,241,480,243,236,3,3,0,5,3,2,2,2,0,0,0,0,4,2,2
Adams,53001,2016,70-74,219,116,51,66,113,51,62,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,329,168,161,315,158,157,2,2,0,5,3,3,4,2,2,0,0,0,3,3,0
Adams,53001,2016,75-79,131,43,28,15,43,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,103,114,217,103,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adams,53001,2016,80-84,75,35,13,22,35,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,62,66,120,61,59,0,0,0,0,0,0,7,0,7,0,0,0,1,1,0
Adams,53001,2016,85+,68,17,8,9,16,7,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,149,60,90,145,58,88,0,0,0,1,0,1,3,2,1,0,0,0,0,0,0
Adams,53001,2016,Total,"9,914","12,867","6,564","6,303","11,489","5,881","5,608",271,163,109,844,396,448,149,66,82,0,0,0,112,57,56,"6,643","3,350","3,293","6,208","3,123","3,085",83,47,36,109,52,57,126,58,68,5,4,2,112,66,46
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Asotin,53003,2016,0-4,627,109,52,57,95,44,50,0,0,0,3,2,1,1,0,1,0,0,0,10,5,5,"1,130",575,555,994,507,487,5,3,1,24,13,11,8,4,4,1,1,0,99,47,52
